-3.333333E-1	2.539098E-9
-3.266667E+0	2.539098E-9
-7.200000E+0	2.553203E-9
-9.800000E+0	2.524993E-9
-1.306667E+1	2.567308E-9
-1.500000E+1	2.532045E-9
-1.793333E+1	2.539098E-9
-2.153333E+1	2.560256E-9
-2.480000E+1	2.517940E-9
-2.706667E+1	2.546151E-9
-3.006667E+1	2.524993E-9
-3.300000E+1	2.553203E-9
-3.626667E+1	2.532045E-9
-3.853333E+1	2.539098E-9
-4.280000E+1	2.553203E-9
-4.540000E+1	2.510888E-9
-4.900000E+1	2.524993E-9
-5.193333E+1	2.546151E-9
-5.453333E+1	2.524993E-9
-5.813333E+1	2.546151E-9
-6.040000E+1	2.546151E-9
-6.300000E+1	2.546151E-9
-6.600000E+1	2.517940E-9
-6.953333E+1	2.546151E-9
-7.280000E+1	2.489730E-9
-7.480000E+1	2.532045E-9
-7.873333E+1	2.539098E-9
-8.166667E+1	2.532045E-9
-8.493333E+1	2.503835E-9
-8.853333E+1	2.517940E-9
-9.240000E+1	2.510888E-9
-9.566667E+1	2.517940E-9
-9.893333E+1	2.517940E-9
-1.012667E+2	2.524993E-9
-1.048667E+2	2.503835E-9
-1.078000E+2	2.475625E-9
-1.117333E+2	2.496783E-9
-1.152667E+2	2.496783E-9
-1.185333E+2	2.482678E-9
-1.224667E+2	2.489730E-9
-1.244667E+2	2.489730E-9
-1.280667E+2	2.517940E-9
-1.313333E+2	2.496783E-9
-1.342667E+2	2.496783E-9
-1.381333E+2	2.475625E-9
-1.414000E+2	2.489730E-9
-1.456667E+2	2.468573E-9
-1.482667E+2	2.468573E-9
-1.515333E+2	2.461520E-9
-1.554667E+2	2.461520E-9
-1.584000E+2	2.440363E-9
-1.610000E+2	2.461520E-9
-1.640000E+2	2.461520E-9
-1.672667E+2	2.447415E-9
-1.702000E+2	2.440362E-9
-1.738000E+2	2.419205E-9
-1.770667E+2	2.433310E-9
-1.800000E+2	2.412152E-9
-1.822667E+2	2.419205E-9
-1.848667E+2	2.419205E-9
-1.884667E+2	2.426257E-9
-1.910667E+2	2.412152E-9
-1.940000E+2	2.376889E-9
-1.976000E+2	2.405100E-9
-2.008667E+2	2.412152E-9
-2.048000E+2	2.398047E-9
-2.077333E+2	2.390994E-9
-2.113333E+2	2.348679E-9
-2.142667E+2	2.376889E-9
-2.172000E+2	2.398047E-9
-2.211333E+2	2.355731E-9
-2.244000E+2	2.362784E-9
-2.280000E+2	2.348679E-9
-2.316000E+2	2.327521E-9
-2.345333E+2	2.376889E-9
-2.374667E+2	2.320468E-9
-2.407333E+2	2.341626E-9
-2.436667E+2	2.334574E-9
-2.472667E+2	2.299311E-9
-2.505333E+2	2.306363E-9
-2.538000E+2	2.313416E-9
-2.557333E+2	2.327521E-9
-2.584000E+2	2.299311E-9
-2.620000E+2	2.306363E-9
-2.658667E+2	2.292258E-9
-2.688000E+2	2.271101E-9
-2.714667E+2	2.278153E-9
-2.750667E+2	2.249943E-9
-2.780000E+2	2.256996E-9
-2.802667E+2	2.278153E-9
-2.825333E+2	2.278153E-9
-2.864667E+2	2.278153E-9
-2.887333E+2	2.242891E-9
-2.914000E+2	2.228786E-9
-2.936667E+2	2.228786E-9
-2.979333E+2	2.256996E-9
-3.005333E+2	2.264048E-9
-3.028000E+2	2.214680E-9
-3.057333E+2	2.228786E-9
-3.083333E+2	2.200575E-9
-3.106667E+2	2.221733E-9
-3.145333E+2	2.193523E-9
-3.175333E+2	2.200575E-9
-3.194667E+2	2.200575E-9
-3.224000E+2	2.207628E-9
-3.256667E+2	2.207628E-9
-3.286000E+2	2.186470E-9
