-3.333333E-1	2.588466E-9
-3.600000E+0	2.567308E-9
-6.533333E+0	2.609624E-9
-1.013333E+1	2.602571E-9
-1.340000E+1	2.581414E-9
-1.666667E+1	2.602571E-9
-1.926667E+1	2.595519E-9
-2.353333E+1	2.623729E-9
-2.646667E+1	2.595519E-9
-2.840000E+1	2.616677E-9
-3.066667E+1	2.616677E-9
-3.333333E+1	2.595519E-9
-3.626667E+1	2.602571E-9
-3.986667E+1	2.623729E-9
-4.280000E+1	2.630782E-9
-4.666667E+1	2.644887E-9
-5.026667E+1	2.637834E-9
-5.453333E+1	2.630782E-9
-5.880000E+1	2.630782E-9
-6.106667E+1	2.637834E-9
-6.333333E+1	2.644887E-9
-6.626667E+1	2.630782E-9
-7.020000E+1	2.637834E-9
-7.280000E+1	2.630782E-9
-7.673333E+1	2.651940E-9
-7.966667E+1	2.651940E-9
-8.233333E+1	2.651940E-9
-8.460000E+1	2.658992E-9
-8.786667E+1	2.651939E-9
-8.980000E+1	2.637834E-9
-9.213333E+1	2.651940E-9
-9.540000E+1	2.630782E-9
-9.866667E+1	2.658992E-9
-1.025333E+2	2.637834E-9
-1.054667E+2	2.644887E-9
-1.081333E+2	2.637834E-9
-1.107333E+2	2.637834E-9
-1.136667E+2	2.630782E-9
-1.166000E+2	2.602571E-9
-1.182667E+2	2.651940E-9
-1.221333E+2	2.637834E-9
-1.257333E+2	2.623729E-9
-1.290000E+2	2.644887E-9
-1.319333E+2	2.651940E-9
-1.362000E+2	2.630782E-9
-1.408000E+2	2.602571E-9
-1.444000E+2	2.630782E-9
-1.476667E+2	2.644887E-9
-1.515333E+2	2.630782E-9
-1.535333E+2	2.602571E-9
-1.558000E+2	2.602571E-9
-1.577333E+2	2.609624E-9
-1.604000E+2	2.616677E-9
-1.626667E+2	2.609624E-9
-1.662667E+2	2.630782E-9
-1.702000E+2	2.630782E-9
-1.728000E+2	2.602571E-9
-1.750667E+2	2.588466E-9
-1.783333E+2	2.595519E-9
-1.816000E+2	2.595519E-9
-1.855333E+2	2.616677E-9
-1.894667E+2	2.609624E-9
